laptop_model,brand,price,num_votes,ratings,thickness,weight,warranty,screen_size,resolution_width,resolution_height,ppi,threads,ram,antiglare,aspect_ratio,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),Dell,45990,182.0,4.05,21.0,1.65,1.0,15.6,1920.0,1080.0,141,6.0,8,0,0,0,5.0,41.0,3.0,1,0,0,0,0,0,0,0,1,1.0,2.0,,13.0,intel,i3,intel,,Integrated,1,0,0,0,,1024.0
Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB/ Win11),Dell,49490,110.0,4.4,0.0,1.63,1.0,15.6,1920.0,1080.0,147,8.0,8,1,16:9,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0
Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),Dell,35990,117.0,4.4,23.5,1.68,1.0,15.6,1920.0,1080.0,141,8.0,8,1,0,0,4.0,41.0,3.0,1,0,1,0,0,0,1,0,1,1.0,1.0,1.0,5.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Dell,98990,73.0,4.75,0.0,,1.0,13.3,2560.0,1600.0,227,16.0,16,1,16:10,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0
Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Dell,86990,69.0,4.0,0.0,,1.0,13.3,2560.0,1600.0,227,16.0,16,1,16:10,0,12.0,54.0,4.0,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Dell,84990,73.0,4.25,0.0,,1.0,14.0,1920.0,1200.0,162,12.0,16,1,16:10,1,10.0,54.0,4.0,1,0,1,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0
HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,65290,99.0,4.5,23.5,2.29,1.0,15.6,1920.0,1080.0,141,12.0,16,1,0,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,82990,53.0,4.6,0.0,1.35,1.0,14.0,1920.0,1200.0,170,16.0,16,0,16:9,0,12.0,,4.0,1,0,0,1,0,0,1,0,1,,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,74990,84.0,4.7,17.9,1.74,1.0,15.6,1920.0,1080.0,141,12.0,16,1,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0,,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0
MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,138990,98.0,4.35,25.2,2.6,2.0,17.3,1920.0,1080.0,127,16.0,16,1,0,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,87990,116.0,4.15,21.7,1.86,1.0,15.6,1920.0,1080.0,141,16.0,16,1,0,0,10.0,,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0
MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,94990,91.0,4.1,21.7,1.86,2.0,15.6,1920.0,1080.0,141,16.0,16,1,0,0,10.0,51.0,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0
Lenovo IdeaPad Slim 5 16IRL8 82XF003FIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,74990,97.0,4.4,19.9,1.63,1.0,16.0,1920.0,1080.0,142,16.0,16,1,16:9,0,12.0,56.6,3.0,1,0,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,113990,103.0,4.3,25.2,2.6,2.0,17.3,1920.0,1080.0,127,16.0,16,1,0,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,103990,86.0,4.75,25.2,2.6,2.0,17.3,1920.0,1080.0,127,16.0,8,1,0,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,189990,90.0,4.35,27.2,2.7,2.0,17.3,1920.0,1080.0,127,20.0,16,1,0,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,134990,72.0,4.75,27.2,2.7,2.0,17.3,2560.0,1440.0,127,20.0,8,1,0,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,49990,59.0,4.25,21.7,1.86,2.0,15.6,1920.0,1080.0,141,12.0,8,1,0,0,6.0,52.4,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,38890,99.0,4.1,19.9,1.7,1.0,15.6,1920.0,1080.0,141,4.0,8,1,16:9,0,2.0,,3.0,1,0,1,0,0,0,0,0,1,1.0,2.0,,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0
HP Victus 15-fa1060TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,116463,82.0,4.2,22.5,2.37,1.0,15.6,1920.0,1080.0,141,16.0,16,1,0,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,109990,75.0,4.55,22.5,2.37,1.0,15.6,1920.0,1080.0,141,20.0,16,1,0,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,277278,58.0,4.7,19.9,2.09,1.0,16.1,2560.0,1600.0,182,32.0,32,1,0,0,24.0,97.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,153625,52.0,4.75,23.9,2.32,1.0,16.1,1920.0,1080.0,182,20.0,16,1,0,0,14.0,83.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,,512.0
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,56999,58.0,4.4,23.0,2.37,1.0,15.6,1920.0,1080.0,137,12.0,8,1,16:9,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,,3.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0
Gigabyte Aorus 15 9SF Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro/ 8GB Graph),Gigabyte,149990,91.0,4.7,20.9,2.39,2.0,15.6,2560.0,1440.0,188,16.0,16,1,16:9,0,12.0,99.0,,1,1,0,1,1,0,1,0,1,,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0
Lenovo Yoga 6i 82WV005JIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,78990,93.0,4.0,0.0,1.35,1.0,14.0,1920.0,1200.0,170,16.0,16,0,16:9,0,12.0,65.0,4.0,1,0,0,1,0,0,1,0,1,,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),Lenovo,58990,103.0,4.75,0.0,1.46,1.0,14.0,1920.0,1200.0,162,12.0,16,1,16:9,0,6.0,56.6,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,40990,334.0,4.05,19.9,1.7,1.0,15.6,1920.0,1080.0,141,8.0,8,1,16:9,0,6.0,,3.0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,108274,51.0,4.3,16.9,1.32,1.0,13.3,2880.0,1800.0,255,12.0,16,1,0,1,10.0,,4.0,0,0,0,1,0,0,1,0,1,,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Chuwi,32999,111.0,4.6,0.0,1.47,1.0,15.6,1920.0,1080.0,280,8.0,16,0,16:9,0,4.0,66.9,,1,1,0,0,0,0,0,0,1,,2.0,1.0,10.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,101990,96.0,4.45,23.9,2.35,1.0,16.1,1920.0,1080.0,137,12.0,16,1,16:9,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,231746,101.0,4.4,0.0,0.99,1.0,13.5,1920.0,1280.0,166,12.0,16,1,0,1,10.0,68.0,6.0,1,0,0,0,0,0,1,0,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,69990,89.0,4.4,19.9,1.8,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,6.0,70.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Asus,94990,56.0,4.3,18.9,1.8,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,165601,72.0,4.45,2.6,2.6,1.0,16.0,2560.0,1600.0,142,32.0,16,1,0,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,1,,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI Katana 15 B13UDXK-1017IN Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,85990,101.0,4.6,24.9,2.25,2.0,15.6,1920.0,1080.0,141,16.0,8,1,0,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,76990,72.0,4.55,19.9,1.8,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,70.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,71990,65.0,4.6,19.9,1.63,2.0,14.0,1920.0,1200.0,142,12.0,16,1,0,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Asus Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Asus,84990,83.0,4.3,15.9,1.4,1.0,14.0,3840.0,2400.0,243,20.0,16,0,16:10,1,14.0,63.0,3.0,1,0,0,0,0,0,1,1,1,,1.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0
Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,37990,85.0,4.05,19.9,1.8,1.0,15.6,1920.0,1080.0,141,4.0,8,1,16:9,0,2.0,37.0,2.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0
HP Omen 16-u0003TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,186592,58.0,4.45,19.9,2.09,1.0,16.0,2560.0,1600.0,189,24.0,16,1,0,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,79990,111.0,4.55,0.0,1.69,1.0,14.0,1920.0,1080.0,157,12.0,16,0,16:9,1,10.0,43.0,,1,0,0,1,0,0,1,1,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0
Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,91490,60.0,4.65,25.2,2.4,1.0,15.6,1920.0,1080.0,184,12.0,16,1,16:10,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,97990,121.0,4.1,25.2,2.4,1.0,15.6,1920.0,1080.0,184,12.0,16,1,16:10,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0
Gigabyte Aorus 15 9KF Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro/ 8GB Graph),Gigabyte,117574,67.0,4.6,20.9,2.39,2.0,15.6,1920.0,1080.0,141,16.0,8,1,16:9,0,12.0,99.0,,1,1,0,0,1,0,1,0,1,,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,,512.0
Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,59990,255.0,4.2,19.9,1.7,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,99990,96.0,4.7,22.1,2.4,1.0,15.6,1920.0,1080.0,184,16.0,16,1,16:10,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),MSI,279990,58.0,4.35,28.55,2.67,2.0,16.0,2560.0,1600.0,189,32.0,32,1,16:10,0,24.0,90.0,4.0,1,1,1,0,0,0,1,0,1,,3.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
MSI Vector GP78HX 13VI-409IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),MSI,344990,108.0,4.1,29.45,3.0,2.0,17.0,2560.0,1600.0,178,32.0,32,1,16:10,0,24.0,90.0,4.0,1,1,1,1,0,0,1,0,1,,2.0,3.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0
Acer Aspire 5 A515-56G NX.AT2SI.001 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),Acer,44990,58.0,4.2,17.9,1.7,1.0,15.6,1920.0,1080.0,141,8.0,8,0,0,0,4.0,,,1,1,0,0,0,0,1,1,1,,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0
Lenovo IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,60990,76.0,4.2,17.1,1.24,1.0,14.0,1920.0,1080.0,157,12.0,16,1,16:9,0,6.0,47.0,,1,0,0,0,0,0,1,1,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Asus,23990,540.0,4.1,17.9,1.57,1.0,15.6,1920.0,1080.0,141,2.0,4,1,16:9,0,2.0,,,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0
HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),HP,128599,71.0,4.25,0.0,,1.0,16.0,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),HP,138990,111.0,4.45,23.5,2.35,1.0,16.1,1920.0,1080.0,182,24.0,16,1,0,0,16.0,83.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0
HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),HP,51147,90.0,4.6,19.9,1.47,1.0,14.0,1366.0,768.0,112,4.0,8,1,16:9,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1,,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
Lenovo ThinkPad C13 2 in 1 Laptop (AMD Ryzen 5 3500C/ 16GB/ 256GB SSD/ Chrome),Lenovo,54990,109.0,4.55,15.5,1.5,1.0,13.3,1920.0,1080.0,166,8.0,16,1,0,1,4.0,51.0,,1,0,0,0,0,0,1,1,1,,2.0,2.0,3.0,amd,3,amd,,Integrated,0,1,0,0,,256.0
Infinix INBook X2 Plus Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),Infinix,52990,98.0,4.65,0.0,1.58,1.0,15.6,1920.0,1080.0,141,8.0,16,0,0,0,4.0,,,1,0,1,0,0,0,1,0,1,,2.0,2.0,11.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0
Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,66990,115.0,4.45,26.0,2.5,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,8.0,57.5,4.0,1,0,0,1,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo ThinkBook 14s Yoga 20WEA00WIH Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),Lenovo,119888,86.0,4.0,16.9,1.5,1.0,14.0,1920.0,1080.0,157,8.0,16,1,0,1,4.0,,4.0,1,0,1,0,0,0,1,1,1,,2.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0
HP 255 G8 Laptop (AMD Athlon 3050U/ 4GB/ 256GB SSD/ Win11),HP,23490,72.0,4.5,0.0,,1.0,15.6,1920.0,1080.0,141,2.0,4,1,0,0,2.0,,,1,1,1,0,0,0,0,0,1,,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0
Lenovo Yoga 6 83B2006BIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,76889,83.0,4.65,15.1,1.37,1.0,13.3,1920.0,1200.0,170,12.0,16,0,16:9,1,6.0,59.0,4.0,1,0,0,0,0,0,1,0,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Dell,96490,69.0,4.45,0.0,,1.0,13.3,2560.0,1600.0,227,16.0,16,1,16:10,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0
Dell Inspiron 5330 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,84490,89.0,4.4,0.0,,1.0,13.3,2560.0,1600.0,227,16.0,16,1,16:10,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0
Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Dell,256990,70.0,4.0,18.0,1.92,1.0,15.6,3456.0,2160.0,290,20.0,16,1,16:10,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,1,,,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0
Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,40900,99.0,4.3,19.9,1.7,1.0,15.6,1920.0,1080.0,141,8.0,8,1,16:9,0,6.0,,3.0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
Dell Inspiron 5518 D560667WIN9S Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),Dell,69900,89.0,4.2,17.9,1.64,1.0,15.6,1920.0,1080.0,141,8.0,16,1,0,0,4.0,,4.0,1,0,0,0,0,0,1,0,1,,2.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0
Gigabyte Aero 16 KE5 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 6GB Graph),Gigabyte,211199,87.0,4.2,23.9,2.3,2.0,16.0,3840.0,2400.0,141,20.0,16,1,0,0,14.0,99.0,,0,0,0,1,0,0,1,0,1,,,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0
MSI Prestige 14 Evo B12M-472IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,77990,83.0,4.35,15.9,1.29,1.0,14.0,1920.0,1080.0,157,16.0,16,0,0,0,12.0,,3.0,1,0,0,0,0,0,1,1,1,,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,199990,80.0,4.25,19.9,2.09,1.0,16.1,2560.0,1600.0,182,24.0,16,1,0,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,85889,56.0,4.75,19.9,1.63,2.0,16.0,1920.0,1200.0,142,20.0,16,1,0,0,14.0,56.6,3.0,1,0,0,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0
HP 250 G9 821J6PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),HP,55350,62.0,4.35,19.9,1.74,1.0,14.0,1920.0,1080.0,157,12.0,8,1,16:9,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
